jband,k,e
1,0.141,-43.40
1,0.146,-43.40
1,0.151,-43.40
1,0.156,-43.40
1,0.160,-43.40
1,0.165,-43.40
1,0.170,-43.40
1,0.174,-43.40
1,0.179,-43.40
1,0.184,-43.40
1,0.189,-43.40
1,0.193,-43.40
1,0.198,-43.40
1,0.203,-43.40
1,0.207,-43.40
1,0.212,-43.40
1,0.217,-43.40
1,0.222,-43.40
1,0.226,-43.40
1,0.231,-43.40
1,0.236,-43.40
1,0.240,-43.40
1,0.245,-43.40
1,0.250,-43.40
1,0.255,-43.40
1,0.259,-43.40
1,0.264,-43.40
1,0.269,-43.40
1,0.273,-43.40
1,0.278,-43.40
1,0.283,-43.40
1,0.287,-43.40
1,0.292,-43.40
1,0.297,-43.40
1,0.302,-43.40
1,0.306,-43.40
1,0.311,-43.40
1,0.316,-43.40
1,0.320,-43.40
1,0.325,-43.40
1,0.330,-43.40
1,0.334,-43.40
1,0.339,-43.40
1,0.344,-43.40
1,0.348,-43.40
1,0.353,-43.40
1,0.358,-43.40
1,0.362,-43.40
1,0.367,-43.40
1,0.372,-43.40
1,0.376,-43.40
1,0.381,-43.40
1,0.386,-43.40
1,0.391,-43.40
1,0.395,-43.40
1,0.400,-43.40
1,0.405,-43.40
1,0.409,-43.40
1,0.414,-43.40
1,0.419,-43.40
1,0.423,-43.40
1,0.428,-43.40
1,0.433,-43.40
1,0.437,-43.40
1,0.442,-43.40
1,0.447,-43.40
1,0.451,-43.40
1,0.456,-43.40
1,0.461,-43.40
1,0.466,-43.40
1,0.470,-43.40
1,0.475,-43.40
1,0.480,-43.40
1,0.484,-43.40
1,0.489,-43.40
1,0.493,-43.40
1,0.498,-43.40
1,0.503,-43.40
1,0.507,-43.40
1,0.512,-43.40
1,0.517,-43.40
1,0.521,-43.40
1,0.526,-43.40
1,0.530,-43.40
1,0.535,-43.40
1,0.540,-43.40
1,0.544,-43.40
1,0.549,-43.40
1,0.553,-43.40
1,0.558,-43.40
1,0.563,-43.40
1,0.567,-43.40
1,0.572,-43.40
1,0.577,-43.40
1,0.581,-43.40
1,0.586,-43.40
1,0.590,-43.40
1,0.595,-43.40
1,0.600,-43.40
1,0.604,-43.40
1,0.609,-43.40
1,0.614,-43.40
1,0.618,-43.40
1,0.623,-43.40
1,0.627,-43.40
1,0.632,-43.40
1,0.637,-43.40
1,0.641,-43.40
1,0.646,-43.40
1,0.651,-43.40
1,0.655,-43.40
1,0.660,-43.40
1,0.665,-43.40
1,0.669,-43.40
1,0.674,-43.40
1,0.679,-43.40
1,0.684,-43.40
1,0.688,-43.40
1,0.693,-43.40
1,0.698,-43.40
1,0.702,-43.40
1,0.707,-43.40
1,0.712,-43.40
1,0.716,-43.40
1,0.721,-43.40
1,0.726,-43.40
1,0.730,-43.40
1,0.735,-43.40
1,0.740,-43.40
1,0.744,-43.40
1,0.749,-43.40
1,0.754,-43.40
1,0.759,-43.40
1,0.763,-43.40
1,0.768,-43.40
1,0.773,-43.40
1,0.777,-43.40
1,0.782,-43.40
1,0.787,-43.40
1,0.791,-43.40
1,0.796,-43.40
1,0.801,-43.40
1,0.805,-43.40
1,0.810,-43.40
1,0.815,-43.40
1,0.819,-43.40
1,0.824,-43.40
1,0.829,-43.40
1,0.834,-43.40
1,0.838,-43.40
1,0.843,-43.40
1,0.848,-43.40
1,0.852,-43.40
1,0.857,-43.40
1,0.861,-43.40
1,0.866,-43.40
1,0.871,-43.40
1,0.875,-43.40
1,0.880,-43.40
1,0.885,-43.40
1,0.889,-43.40
1,0.894,-43.40
1,0.898,-43.40
1,0.903,-43.40
1,0.908,-43.40
1,0.912,-43.40
1,0.917,-43.40
1,0.921,-43.40
1,0.926,-43.40
1,0.931,-43.40
1,0.935,-43.40
1,0.940,-43.40
1,0.945,-43.40
1,0.949,-43.40
1,0.954,-43.40
1,0.958,-43.40
1,0.963,-43.40
1,0.968,-43.40
1,0.972,-43.40
1,0.977,-43.40
1,0.982,-43.40
1,0.986,-43.40
1,0.991,-43.40
1,0.995,-43.40
2,0.000,-43.37
2,0.005,-43.37
2,0.009,-43.37
2,0.014,-43.37
2,0.019,-43.37
2,0.024,-43.37
2,0.028,-43.37
2,0.033,-43.37
2,0.038,-43.37
2,0.042,-43.37
2,0.047,-43.37
2,0.052,-43.37
2,0.057,-43.37
2,0.061,-43.37
2,0.066,-43.37
2,0.071,-43.37
2,0.075,-43.37
2,0.080,-43.37
2,0.085,-43.37
2,0.090,-43.37
2,0.094,-43.37
2,0.099,-43.37
2,0.104,-43.37
2,0.108,-43.37
2,0.113,-43.37
2,0.118,-43.37
2,0.123,-43.37
2,0.127,-43.37
2,0.132,-43.37
2,0.137,-43.37
2,0.141,-43.37
2,0.146,-43.37
2,0.151,-43.37
2,0.156,-43.37
2,0.160,-43.37
2,0.165,-43.37
2,0.170,-43.37
2,0.174,-43.37
2,0.179,-43.37
2,0.184,-43.37
2,0.189,-43.37
2,0.193,-43.37
2,0.198,-43.37
2,0.203,-43.37
2,0.207,-43.37
2,0.212,-43.37
2,0.217,-43.37
2,0.222,-43.37
2,0.226,-43.37
2,0.231,-43.37
2,0.236,-43.37
2,0.240,-43.37
2,0.245,-43.37
2,0.250,-43.37
2,0.255,-43.37
2,0.259,-43.37
2,0.264,-43.37
2,0.269,-43.37
2,0.273,-43.37
2,0.278,-43.37
2,0.283,-43.37
2,0.287,-43.37
2,0.292,-43.37
2,0.297,-43.37
2,0.302,-43.37
2,0.306,-43.37
2,0.311,-43.37
2,0.316,-43.37
2,0.320,-43.37
2,0.325,-43.37
2,0.330,-43.37
2,0.334,-43.37
2,0.339,-43.37
2,0.344,-43.37
2,0.348,-43.37
2,0.353,-43.37
2,0.358,-43.37
2,0.362,-43.37
2,0.367,-43.37
2,0.372,-43.37
2,0.376,-43.37
2,0.381,-43.37
2,0.386,-43.37
2,0.391,-43.37
2,0.395,-43.37
2,0.400,-43.37
2,0.405,-43.37
2,0.409,-43.37
2,0.414,-43.37
2,0.419,-43.37
2,0.423,-43.37
2,0.428,-43.37
2,0.433,-43.37
2,0.437,-43.37
2,0.442,-43.37
2,0.447,-43.37
2,0.451,-43.37
2,0.456,-43.37
2,0.461,-43.37
2,0.466,-43.37
2,0.470,-43.37
2,0.475,-43.37
2,0.480,-43.37
2,0.484,-43.37
2,0.489,-43.37
2,0.493,-43.37
2,0.498,-43.37
2,0.503,-43.37
2,0.507,-43.37
2,0.512,-43.37
2,0.517,-43.37
2,0.521,-43.37
2,0.526,-43.37
2,0.530,-43.37
2,0.535,-43.37
2,0.540,-43.37
2,0.544,-43.37
2,0.549,-43.37
2,0.553,-43.37
2,0.558,-43.37
2,0.563,-43.37
2,0.567,-43.37
2,0.572,-43.37
2,0.577,-43.37
2,0.581,-43.37
2,0.586,-43.37
2,0.590,-43.37
2,0.595,-43.37
2,0.600,-43.37
2,0.604,-43.37
2,0.609,-43.37
2,0.614,-43.37
2,0.618,-43.37
2,0.623,-43.37
2,0.627,-43.37
2,0.632,-43.37
2,0.637,-43.37
2,0.641,-43.37
2,0.646,-43.37
2,0.651,-43.37
2,0.655,-43.37
2,0.660,-43.37
2,0.665,-43.37
2,0.669,-43.37
2,0.674,-43.37
2,0.679,-43.37
2,0.684,-43.37
2,0.688,-43.37
2,0.693,-43.37
2,0.698,-43.37
2,0.702,-43.37
2,0.707,-43.37
2,0.712,-43.37
2,0.716,-43.37
2,0.721,-43.37
2,0.726,-43.37
2,0.730,-43.37
2,0.735,-43.37
2,0.740,-43.37
2,0.744,-43.37
2,0.749,-43.37
2,0.754,-43.37
2,0.759,-43.37
2,0.763,-43.37
2,0.768,-43.37
2,0.773,-43.37
2,0.777,-43.37
2,0.782,-43.37
2,0.787,-43.37
2,0.791,-43.37
2,0.796,-43.37
2,0.801,-43.37
2,0.805,-43.37
2,0.810,-43.37
2,0.815,-43.37
2,0.819,-43.37
2,0.824,-43.37
2,0.829,-43.37
2,0.834,-43.37
2,0.838,-43.37
2,0.843,-43.37
2,0.848,-43.37
2,0.852,-43.37
2,0.857,-43.37
2,0.861,-43.37
2,0.866,-43.37
2,0.871,-43.37
2,0.875,-43.37
2,0.880,-43.37
2,0.885,-43.37
2,0.889,-43.37
2,0.894,-43.37
2,0.898,-43.37
2,0.903,-43.37
2,0.908,-43.37
2,0.912,-43.37
2,0.917,-43.37
2,0.921,-43.37
2,0.926,-43.37
2,0.931,-43.37
2,0.935,-43.37
2,0.940,-43.37
2,0.945,-43.37
2,0.949,-43.37
2,0.954,-43.37
2,0.958,-43.37
2,0.963,-43.37
2,0.968,-43.37
2,0.972,-43.37
2,0.977,-43.37
2,0.982,-43.37
2,0.986,-43.37
2,0.991,-43.37
2,0.995,-43.37
3,0.000,-43.37
3,0.005,-43.37
3,0.009,-43.37
3,0.014,-43.37
3,0.019,-43.37
3,0.024,-43.37
3,0.028,-43.37
3,0.033,-43.37
3,0.038,-43.37
3,0.042,-43.37
3,0.047,-43.37
3,0.052,-43.37
3,0.057,-43.37
3,0.061,-43.37
3,0.066,-43.37
3,0.071,-43.37
3,0.075,-43.37
3,0.080,-43.37
3,0.085,-43.37
3,0.090,-43.37
3,0.094,-43.37
3,0.099,-43.37
3,0.104,-43.37
3,0.108,-43.37
3,0.113,-43.37
3,0.118,-43.37
3,0.123,-43.37
3,0.127,-43.37
3,0.132,-43.37
3,0.137,-43.37
3,0.141,-43.37
3,0.146,-43.37
3,0.151,-43.37
3,0.156,-43.37
3,0.160,-43.37
3,0.165,-43.37
3,0.170,-43.37
3,0.174,-43.37
3,0.179,-43.37
3,0.184,-43.37
3,0.189,-43.37
3,0.193,-43.37
3,0.198,-43.37
3,0.203,-43.37
3,0.207,-43.37
3,0.212,-43.37
3,0.217,-43.37
3,0.222,-43.37
3,0.226,-43.37
3,0.231,-43.37
3,0.236,-43.37
3,0.240,-43.37
3,0.245,-43.37
3,0.250,-43.37
3,0.255,-43.37
3,0.259,-43.37
3,0.264,-43.37
3,0.269,-43.37
3,0.273,-43.37
3,0.278,-43.37
3,0.283,-43.37
3,0.287,-43.37
3,0.292,-43.37
3,0.297,-43.37
3,0.302,-43.37
3,0.306,-43.37
3,0.311,-43.37
3,0.316,-43.37
3,0.320,-43.37
3,0.325,-43.37
3,0.330,-43.37
3,0.334,-43.37
3,0.339,-43.37
3,0.344,-43.37
3,0.348,-43.37
3,0.353,-43.37
3,0.358,-43.37
3,0.362,-43.37
3,0.367,-43.37
3,0.372,-43.37
3,0.376,-43.37
3,0.381,-43.37
3,0.386,-43.37
3,0.391,-43.37
3,0.395,-43.37
3,0.400,-43.37
3,0.405,-43.37
3,0.409,-43.37
3,0.414,-43.37
3,0.419,-43.37
3,0.423,-43.37
3,0.428,-43.37
3,0.433,-43.37
3,0.437,-43.37
3,0.442,-43.37
3,0.447,-43.37
3,0.451,-43.37
3,0.456,-43.37
3,0.461,-43.37
3,0.466,-43.37
3,0.470,-43.37
3,0.475,-43.37
3,0.480,-43.37
3,0.484,-43.37
3,0.489,-43.37
3,0.493,-43.37
3,0.498,-43.37
3,0.503,-43.37
3,0.507,-43.37
3,0.512,-43.37
3,0.517,-43.37
3,0.521,-43.37
3,0.526,-43.37
3,0.530,-43.37
3,0.535,-43.37
3,0.540,-43.37
3,0.544,-43.37
3,0.549,-43.37
3,0.553,-43.37
3,0.558,-43.37
3,0.563,-43.37
3,0.567,-43.37
3,0.572,-43.37
3,0.577,-43.37
3,0.581,-43.37
3,0.586,-43.37
3,0.590,-43.37
3,0.595,-43.37
3,0.600,-43.37
3,0.604,-43.37
3,0.609,-43.37
3,0.614,-43.37
3,0.618,-43.37
3,0.623,-43.37
3,0.627,-43.37
3,0.632,-43.37
3,0.637,-43.37
3,0.641,-43.37
3,0.646,-43.37
3,0.651,-43.37
3,0.655,-43.37
3,0.660,-43.37
3,0.665,-43.37
3,0.669,-43.37
3,0.674,-43.37
3,0.679,-43.37
3,0.684,-43.37
3,0.688,-43.37
3,0.693,-43.37
3,0.698,-43.37
3,0.702,-43.37
3,0.707,-43.37
3,0.712,-43.37
3,0.716,-43.37
3,0.721,-43.37
3,0.726,-43.37
3,0.730,-43.37
3,0.735,-43.37
3,0.740,-43.37
3,0.744,-43.37
3,0.749,-43.37
3,0.754,-43.37
3,0.759,-43.37
3,0.763,-43.37
3,0.768,-43.37
3,0.773,-43.37
3,0.777,-43.37
3,0.782,-43.37
3,0.787,-43.37
3,0.791,-43.37
3,0.796,-43.37
3,0.801,-43.37
3,0.805,-43.37
3,0.810,-43.37
3,0.815,-43.37
3,0.819,-43.37
3,0.824,-43.37
3,0.829,-43.37
3,0.834,-43.37
3,0.838,-43.37
3,0.843,-43.37
3,0.848,-43.37
3,0.852,-43.37
3,0.857,-43.37
3,0.861,-43.37
3,0.866,-43.37
3,0.871,-43.37
3,0.875,-43.37
3,0.880,-43.37
3,0.885,-43.37
3,0.889,-43.37
3,0.894,-43.37
3,0.898,-43.37
3,0.903,-43.37
3,0.908,-43.37
3,0.912,-43.37
3,0.917,-43.37
3,0.921,-43.37
3,0.926,-43.37
3,0.931,-43.37
3,0.935,-43.37
3,0.940,-43.37
3,0.945,-43.37
3,0.949,-43.37
3,0.954,-43.37
3,0.958,-43.37
3,0.963,-43.37
3,0.968,-43.37
3,0.972,-43.37
3,0.977,-43.37
3,0.982,-43.37
3,0.986,-43.37
3,0.991,-43.37
3,0.995,-43.37
4,0.000,-43.36
4,0.005,-43.36
4,0.009,-43.36
4,0.014,-43.36
4,0.019,-43.36
4,0.024,-43.36
4,0.028,-43.36
4,0.033,-43.36
4,0.038,-43.36
4,0.042,-43.36
4,0.047,-43.36
4,0.052,-43.36
4,0.057,-43.36
4,0.061,-43.36
4,0.066,-43.36
4,0.071,-43.36
4,0.075,-43.36
4,0.080,-43.36
4,0.085,-43.36
4,0.090,-43.36
4,0.094,-43.36
4,0.099,-43.36
4,0.104,-43.36
4,0.108,-43.36
4,0.113,-43.36
4,0.118,-43.36
4,0.123,-43.36
4,0.127,-43.36
4,0.132,-43.36
4,0.137,-43.36
4,0.141,-43.36
4,0.146,-43.36
4,0.151,-43.36
4,0.156,-43.36
4,0.160,-43.36
4,0.165,-43.36
4,0.170,-43.36
4,0.174,-43.36
4,0.179,-43.36
4,0.184,-43.36
4,0.189,-43.36
4,0.193,-43.36
4,0.198,-43.36
4,0.203,-43.36
4,0.207,-43.36
4,0.212,-43.36
4,0.217,-43.36
4,0.222,-43.36
4,0.226,-43.36
4,0.231,-43.36
4,0.236,-43.36
4,0.240,-43.36
4,0.245,-43.36
4,0.250,-43.36
4,0.255,-43.36
4,0.259,-43.36
4,0.264,-43.36
4,0.269,-43.36
4,0.273,-43.36
4,0.278,-43.36
4,0.283,-43.36
4,0.287,-43.36
4,0.292,-43.36
4,0.297,-43.36
4,0.302,-43.36
4,0.306,-43.36
4,0.311,-43.36
4,0.316,-43.36
4,0.320,-43.36
4,0.325,-43.36
4,0.330,-43.36
4,0.334,-43.36
4,0.339,-43.36
4,0.344,-43.36
4,0.348,-43.36
4,0.353,-43.36
4,0.358,-43.36
4,0.362,-43.36
4,0.367,-43.36
4,0.372,-43.36
4,0.376,-43.36
4,0.381,-43.36
4,0.386,-43.36
4,0.391,-43.36
4,0.395,-43.36
4,0.400,-43.36
4,0.405,-43.36
4,0.409,-43.36
4,0.414,-43.36
4,0.419,-43.36
4,0.423,-43.36
4,0.428,-43.36
4,0.433,-43.36
4,0.437,-43.36
4,0.442,-43.36
4,0.447,-43.36
4,0.451,-43.36
4,0.456,-43.36
4,0.461,-43.36
4,0.466,-43.36
4,0.470,-43.36
4,0.475,-43.36
4,0.480,-43.36
4,0.484,-43.36
4,0.489,-43.36
4,0.493,-43.36
4,0.498,-43.36
4,0.503,-43.36
4,0.507,-43.36
4,0.512,-43.36
4,0.517,-43.36
4,0.521,-43.36
4,0.526,-43.36
4,0.530,-43.36
4,0.535,-43.36
4,0.540,-43.36
4,0.544,-43.36
4,0.549,-43.36
4,0.553,-43.36
4,0.558,-43.36
4,0.563,-43.36
4,0.567,-43.36
4,0.572,-43.36
4,0.577,-43.36
4,0.581,-43.36
4,0.586,-43.36
4,0.590,-43.36
4,0.595,-43.36
4,0.600,-43.36
4,0.604,-43.36
4,0.609,-43.36
4,0.614,-43.36
4,0.618,-43.36
4,0.623,-43.36
4,0.627,-43.36
4,0.632,-43.36
4,0.637,-43.36
4,0.641,-43.36
4,0.646,-43.36
4,0.651,-43.36
4,0.655,-43.36
4,0.660,-43.36
4,0.665,-43.36
4,0.669,-43.36
4,0.674,-43.36
4,0.679,-43.36
4,0.684,-43.36
4,0.688,-43.36
4,0.693,-43.36
4,0.698,-43.36
4,0.702,-43.36
4,0.707,-43.36
4,0.712,-43.36
4,0.716,-43.36
4,0.721,-43.36
4,0.726,-43.36
4,0.730,-43.36
4,0.735,-43.36
4,0.740,-43.36
4,0.744,-43.36
4,0.749,-43.36
4,0.754,-43.36
4,0.759,-43.36
4,0.763,-43.36
4,0.768,-43.36
4,0.773,-43.36
4,0.777,-43.36
4,0.782,-43.36
4,0.787,-43.36
4,0.791,-43.36
4,0.796,-43.36
4,0.801,-43.36
4,0.805,-43.36
4,0.810,-43.36
4,0.815,-43.36
4,0.819,-43.36
4,0.824,-43.36
4,0.829,-43.36
4,0.834,-43.36
4,0.838,-43.36
4,0.843,-43.36
4,0.848,-43.36
4,0.852,-43.36
4,0.857,-43.36
4,0.861,-43.36
4,0.866,-43.36
4,0.871,-43.36
4,0.875,-43.36
4,0.880,-43.36
4,0.885,-43.36
4,0.889,-43.36
4,0.894,-43.36
4,0.898,-43.36
4,0.903,-43.36
4,0.908,-43.36
4,0.912,-43.36
4,0.917,-43.36
4,0.921,-43.36
4,0.926,-43.36
4,0.931,-43.36
4,0.935,-43.36
4,0.940,-43.36
4,0.945,-43.36
4,0.949,-43.36
4,0.954,-43.36
4,0.958,-43.36
4,0.963,-43.36
4,0.968,-43.36
4,0.972,-43.36
4,0.977,-43.36
4,0.982,-43.36
4,0.986,-43.36
4,0.991,-43.36
4,0.995,-43.36
5,0.000,-43.36
5,0.005,-43.36
5,0.009,-43.36
5,0.014,-43.36
5,0.019,-43.36
5,0.024,-43.36
5,0.028,-43.36
5,0.033,-43.36
5,0.038,-43.36
5,0.042,-43.36
5,0.047,-43.36
5,0.052,-43.36
5,0.057,-43.36
5,0.061,-43.36
5,0.066,-43.36
5,0.071,-43.36
5,0.075,-43.36
5,0.080,-43.36
5,0.085,-43.36
5,0.090,-43.36
5,0.094,-43.36
5,0.099,-43.36
5,0.104,-43.36
5,0.108,-43.36
5,0.113,-43.36
5,0.118,-43.36
5,0.123,-43.36
5,0.127,-43.36
5,0.132,-43.36
5,0.137,-43.36
5,0.141,-43.36
5,0.146,-43.36
5,0.151,-43.36
5,0.156,-43.36
5,0.160,-43.36
5,0.165,-43.36
5,0.170,-43.36
5,0.174,-43.36
5,0.179,-43.36
5,0.184,-43.36
5,0.189,-43.36
5,0.193,-43.36
5,0.198,-43.36
5,0.203,-43.36
5,0.207,-43.36
5,0.212,-43.36
5,0.217,-43.36
5,0.222,-43.36
5,0.226,-43.36
5,0.231,-43.36
5,0.236,-43.36
5,0.240,-43.36
5,0.245,-43.36
5,0.250,-43.36
5,0.255,-43.36
5,0.259,-43.36
5,0.264,-43.36
5,0.269,-43.36
5,0.273,-43.36
5,0.278,-43.36
5,0.283,-43.36
5,0.287,-43.36
5,0.292,-43.36
5,0.297,-43.36
5,0.302,-43.36
5,0.306,-43.36
5,0.311,-43.36
5,0.316,-43.36
5,0.320,-43.36
5,0.325,-43.36
5,0.330,-43.36
5,0.334,-43.36
5,0.339,-43.36
5,0.344,-43.36
5,0.348,-43.36
5,0.353,-43.36
5,0.358,-43.36
5,0.362,-43.36
5,0.367,-43.36
5,0.372,-43.36
5,0.376,-43.36
5,0.381,-43.36
5,0.386,-43.36
5,0.391,-43.36
5,0.395,-43.36
5,0.400,-43.36
5,0.405,-43.36
5,0.409,-43.36
5,0.414,-43.36
5,0.419,-43.36
5,0.423,-43.36
5,0.428,-43.36
5,0.433,-43.36
5,0.437,-43.36
5,0.442,-43.36
5,0.447,-43.36
5,0.451,-43.36
5,0.456,-43.36
5,0.461,-43.36
5,0.466,-43.36
5,0.470,-43.36
5,0.475,-43.36
5,0.480,-43.36
5,0.484,-43.36
5,0.489,-43.36
5,0.493,-43.36
5,0.498,-43.36
5,0.503,-43.36
5,0.507,-43.36
5,0.512,-43.36
5,0.517,-43.36
5,0.521,-43.36
5,0.526,-43.36
5,0.530,-43.36
5,0.535,-43.36
5,0.540,-43.36
5,0.544,-43.36
5,0.549,-43.36
5,0.553,-43.36
5,0.558,-43.36
5,0.563,-43.36
5,0.567,-43.36
5,0.572,-43.36
5,0.577,-43.36
5,0.581,-43.36
5,0.586,-43.36
5,0.590,-43.36
5,0.595,-43.36
5,0.600,-43.36
5,0.604,-43.36
5,0.609,-43.36
5,0.614,-43.36
5,0.618,-43.36
5,0.623,-43.36
5,0.627,-43.36
5,0.632,-43.36
5,0.637,-43.36
5,0.641,-43.36
5,0.646,-43.36
5,0.651,-43.36
5,0.655,-43.36
5,0.660,-43.36
5,0.665,-43.36
5,0.669,-43.36
5,0.674,-43.36
5,0.679,-43.36
5,0.684,-43.36
5,0.688,-43.36
5,0.693,-43.36
5,0.698,-43.36
5,0.702,-43.36
5,0.707,-43.36
5,0.712,-43.36
5,0.716,-43.36
5,0.721,-43.36
5,0.726,-43.36
5,0.730,-43.36
5,0.735,-43.36
5,0.740,-43.36
5,0.744,-43.36
5,0.749,-43.36
5,0.754,-43.36
5,0.759,-43.36
5,0.763,-43.36
5,0.768,-43.36
5,0.773,-43.36
5,0.777,-43.36
5,0.782,-43.36
5,0.787,-43.36
5,0.791,-43.36
5,0.796,-43.36
5,0.801,-43.36
5,0.805,-43.36
5,0.810,-43.36
5,0.815,-43.36
5,0.819,-43.36
5,0.824,-43.36
5,0.829,-43.36
5,0.834,-43.36
5,0.838,-43.36
5,0.843,-43.36
5,0.848,-43.36
5,0.852,-43.36
5,0.857,-43.36
5,0.861,-43.36
5,0.866,-43.36
5,0.871,-43.36
5,0.875,-43.36
5,0.880,-43.36
5,0.885,-43.36
5,0.889,-43.36
5,0.894,-43.36
5,0.898,-43.36
5,0.903,-43.36
5,0.908,-43.36
5,0.912,-43.36
5,0.917,-43.36
5,0.921,-43.36
5,0.926,-43.36
5,0.931,-43.36
5,0.935,-43.36
